lyric,topic
想做到对你再没感情再没依赖,失恋
我再也不会出现在有你的地带,失恋
迫不得已要说再见 这不是我心甘情愿,失恋
好像这场景又再现 你笑声我还能听见,失恋
这反佛一场美梦被打扰现实它在作祟,失恋
曾经我为你遮风挡雨如今也为你落泪,失恋
陪我赚到第一桶金无尽的关心共度的冬季,失恋
可是突然断了通讯就悄然无声不见了踪迹,失恋
循环着彻夜难眠 为什么对的人在错的时间遇见,失恋
如今这已翻篇 是不是这一切根本不值得纪念,失恋
你的世界可能已经发生翻天覆地的剧变,失恋
从今往后大小的事都不会再有你的意见,失恋
路走了一半就筋疲力尽 不再留遗憾也再没秘密,失恋
你像我一生中错过最美丽的风景从没到过的意境,失恋
用过的 花言巧语 背后 剩下的全是伤害,失恋
你说的少一些欺骗 已经算对你的关爱,失恋
清楚你内心要的只是安定害怕我心善变,失恋
接受过我 所有好的坏的 包括内心的阴暗面,失恋
现在的我没有办法不得不离开,失恋
多想和你的相遇那只是场意外,失恋
想做到对你再没感情再没依赖,失恋
我再也不会出现在有你的地带,失恋
每一个片段每一个Moment 每个有你的回忆是golden,失恋
早就习惯你说话口吻 闭上眼也看清你的皱纹,失恋
记忆碎片,回忆
脑海中,回忆
清晰的浮现,回忆
回想过去的一切,回忆
试图努力,回忆
拼凑复原,回忆
时间会带我们走远,回忆
来到属于彼此的世界,回忆
完美的离开,回忆
才会有,回忆
完美的遗憾,回忆
就像断了线的风筝everything around you,回忆
当偶尔听见熟悉旋律再次响起 像关于我们 我还是无法忘记,回忆
记忆碎片,回忆
脑海中,回忆
清晰的浮现,回忆
回想过去的一切,回忆
试图努力,回忆
拼凑复原,回忆
时间会带我们走远,回忆
来到属于彼此的世界,回忆
完美的离开,回忆
才会有,回忆
完美的遗憾,回忆
深秋的晚霞  比夏季来的浓烈,中国风
飘散的红叶  摇曳落地后又重叠,中国风
秋风温婉怡人  拂面吹来  不曾松懈,中国风
不美的篇章   就提笔把它重写,中国风
夕阳无限好   哪怕近黄昏也瑕不掩瑜,中国风
诗人秋天作诗可想而知   并不艰巨,中国风
自在   这种状态一直延续,中国风
拨动你心弦   哼唱最优美的旋律,中国风
情人漫步   她挽着他的手臂,中国风
白鬓的老人  坐在公园长椅休息,中国风
鞋匠在路边一丝不苟的 擦拭皮鞋,中国风
酷暑和严寒都不存在  美丽金色的季节,中国风
美丽的夜 美丽的你,中国风
美丽的城市,中国风
美丽的沙滩 美丽的大海,中国风
美丽的阳光,中国风
八月桂花飘香   气味沁人心脾,中国风
蝴蝶兰月季和海棠 看不见的是荆棘,中国风
宅男宅在家中 是否可能转念一想,爱情
出去家门   享受这美丽的秋高气爽,爱情
双马尾的小女孩 牵着风筝散步在广场,爱情
女生  宿舍楼下,爱情
告白失败的男生还在 痴心妄想,爱情
也担心是否关系闹僵,爱情
三百公里外的农田   空气弥漫着稻香,生活
农民伯伯秋收   累了就在谷堆就坐,生活
播洒勤劳的汗水  会在秋季收获,生活
秋日的干燥 看林人可能会不喜欢,生活
想坐在海边 所有风景陪你看,爱情
看断崖的峡谷  看老鹰飞的真高,爱情
世人皆爱春天 我眼里秋日胜春朝,爱情
暖人和清凉兼得   不能再美一些,爱情
酷暑和严寒都不存在  美丽金色的季节,爱情
美丽的夜 美丽的你,爱情
美丽的城市,爱情
美丽的沙滩 美丽的大海,爱情
美丽的阳光,爱情
ya 是当只鹰在飞着,努力
就算是扑火飞蛾,努力
至少我知道为何ya,努力
用尽全力在飞着,努力
哪怕山再过巍峨,努力
至少我不会跪着 ya,努力
耶 他像只空中的鹰,努力
所有的目标都已确立由他自己笃定,努力
有人说不行 他反对鹰的特令独行,努力
哪怕是机会再小 也会选择拼尽全力,努力
ya? 不付出代价 空压力太大,努力
怎么去应对这天空无端的变化,努力
从不去惧怕 未知的命 坚信,努力
固执前进 飞行的方向已定 请容它拼命,努力
逆风的方向始终最适合无畏的飞翔,努力
它也曾降落但是从未因此变得迷茫,努力
就算是遍体鳞伤他也不会忘记远航,努力
不想做loser滚烫的血全都装进胸膛,努力
没有事早被注定所以从来不信宿命,努力
不懈的坚持总被旁人当做自我步井,努力
没有与生俱来的天赋要靠不停努力,努力
能成为强者是靠它万夫莫开的魄力,努力
驾 想要得到的怎么能够放得,努力
下 距成功只有一步那你怎能,努力
怕 无畏的人也不是天生就有,努力
吧 迈出你脚步像鹰哪怕天再,努力
大 它从不循规蹈矩 也不对现实逃避,努力
就选择做你自己 哪怕有人会否定,努力
依然在山顶矗立,努力
不放弃鹰的意志那也是你自己选定,努力
假如人生是球场那你自己才的主力,努力
要博就放手一博不管别人是否肯定,努力
是决定 了放弃 或继续 在坚持 着想创造自己的奇迹,努力
就摒弃 了家人 的看法 和社会 中虚无又飘渺的名利,努力
ye 像只鹰在空中盘旋,努力
ye 每当日光透过视线,努力
ya 像只鹰在空中盘旋,努力
ya 每当日光透过视线,努力
he 我的Bro要像只鹰,努力
he 我的girl要像只鹰,努力
he 我的boy要像只鹰,努力
he 我的OOO要像只鹰,努力
要像只鹰 用力的飞,努力
要像只鹰 用力的飞,努力
用力的飞不怕有命运作对,努力
反正你意志坚定就像鹰一般的无畏,努力
前方的路太难也只有匹夫见难就退,努力
就做只鹰吧张开翅膀觉醒用力的飞,努力
当我拿起 麦克风走 这场面 分外夸张,diss
圈内的 太多疯狗 自尊心 正在塌方,diss
他们被震撼了 顺带就 给出 盛赞像 蹭饭的,diss
赢在起跑线的前辈全都 韧带拉伤,diss
说这话的rapper被我甩了 好几个朝代,diss
资历再深终究是被关在 牢底的鳌拜,diss
别管我的枪口现在到底 朝里还朝外,diss
真的罪犯终究会被押去 serve time,diss
自己本身就是 worldwide,diss
不用去舔 外国人脚趾,diss
如果有天我也情不自禁抬起我的 枪口,diss
要对准的不是你的头部而是你的 伤口,diss
跑去当狗 也许你早就习惯饭来 张口,diss
你的素材来自八卦 而我成天泡在方所,diss
一边翻阅一边 悠然的记,diss
你还在写你那些男女情感 纠缠的戏,diss
身边总是倒了一帮 抽完的chigga,diss
自称职业全部的专辑都是 偷来的beat,diss
有病吃药现在医院排队 挂号挺长,diss
表面光鲜内心其实还在 下暴雨huh,diss
用我最真实的 态度演绎,diss
给兄弟带路但不代步 半数 迈入险境,diss
可能了走了弯路但我从不 在乎远近,diss
那些 反戈faker 转个背他 都能变脸,diss
但我抗体依然可以将它电解,diss
关于你的一切我不去想,失恋
关于我的打扰请你原谅,失恋
关于你的一切我不去想,失恋
关于我的打扰请你原谅,失恋
我们间的点滴选择遗忘,失恋
没有你生活变得不一样,失恋
不是你哪位,失恋
不陪你打匹配,失恋
我车副驾驶位,失恋
没有你的座位,失恋
晴天不跟你约会,失恋
雨天不给你暧昧,失恋
白天不给你趣味,失恋
夜晚不陪你喝醉,失恋
要来的排着队 诶！你根本没机会 诶！,失恋
我们不是一类 诶！我宁愿沙发睡,失恋
时间 不再为你浪费,失恋
回家 不必担心气味,失恋
从此 生活没有忌讳,失恋
在我 心中没有地位,失恋
从人群中擦身而过 即使认识一定要假装没看见,失恋
我发了疯丢掉你所有的衣物 清理掉手机里照片,失恋
早看透了你的表演现在回过头却假装没看见,失恋
不再去楼下那家便利店,失恋
不再去和你住过的酒店,失恋
我随时都可以野在外面,失恋
关于你的一切我不去想,失恋
关于我的打扰请你原谅,失恋
我们间的点滴选择遗忘,失恋
没有你生活变得不一样,失恋
多泡几回茶叶才对的,亲情
多磨几下姜才入味的,亲情
莫怕摔跤干男子汉干的,亲情
爸爸泡的茶要你再狂也慢着,亲情
如今我们来了就会让你不同,亲情
参天大树又怎么会怕蛀虫,亲情
我们迟早会要火的祖宗是祝融,亲情
名利双收就回乡做牛背上的牧童,亲情
当我落魄时一个人走,失败
当我痛苦时一个人走,失败
当我想通了一个人走,失败
我看清了很多,失败
我知道没有人伸手,失败
孤独正在陪我在异地那边登机,失败
压力聚集太多,失败
我没办法分心,失败
是我的经历才有你听到的声音,失败
但为什么病痛一定要按着我家门铃？,亲情
我看到负的多一些,亲情
爷爷奶奶其实我想呆你身边多一天,亲情
多说话,亲情
心里藏了太多心里话,亲情
可心没那么大,亲情
当我把想说的话藏在心里,亲情
当着更多的rapper面前开始拼命,努力
我信我一个人能做到 而绝非弱爆,努力
靠自己而不是靠捧靠抱的名声加个括号,努力
14年yee的CSC,艰难不易
压力提前将至时刻都在为我来复习,艰难不易
一个人freestyle练习,艰难不易
一个人写词带着专心,艰难不易
多少心事全部都烂在了肚里,艰难不易
没有人想要陪伴经历这一段段过程,艰难不易
所以所有的一切全部强加于一个人,艰难不易
我想你当然无法体会,艰难不易
疼痛不止是肉疼,艰难不易
当你开始相信友情,背叛
却是酒肉平凑成,背叛
不止为梦还有账单,背叛
保留性格说话根本不想再学着绕弯,艰难不易
心存希望期望能把生活压力给操翻,艰难不易
在下一次的孤独袭来挡住糖衣炮弹,艰难不易
当我落魄时一个人走,失败
当我痛苦时一个人走,失败
当我想通了一个人走,失败
当我习惯了一个人走,失败
从什么都没有到逐渐到有,失败
好运它很难到手,失败
耳机里放着录的DEMO,兄弟
怎么达到新轮level,兄弟
我也想唱,兄弟
渴望有听我心声的bro,兄弟
能共度患难的bro,兄弟
能为我分担的bro,兄弟
冷漠到热情 当我歌曲出现在他微信,背叛
我还记得那时候没有道理会对我回应,背叛
呼吸着尴尬的空气,背叛
仿佛看穿世故人情,背叛
“走不起来的意别”,背叛
所以不用和他同行,背叛
心已经能确定 毕竟没少过阴影,背叛
低着头去BATTLE 冠军我被它吸引,背叛
奖金分给我的妈妈,背叛
满足的躺在沙发,背叛
再一个人又回到房间写着自己东西,背叛
看我办到了吗？想看我绊倒了吧？,背叛
我看的很真所以你们假的真的太假,背叛
我可没空就为了圈子跟着装疯卖傻,背叛
见多了酒肉兄弟只能拜拜不能拜把,背叛
我和他们差太多了 差不多要寒了心,背叛
别说那么多了 到底是谁纸上谈着兵？,背叛
换个方式看 孤独通知单 交际终点站,背叛
一个人的升级之路不少冷眼看,背叛
没发过誓但说了就要办,艰难不易
没有气可叹,艰难不易
我的梦我不用盼,艰难不易
听节奏不必听扯淡,艰难不易
只要我还没哑喉咙就绝对会有合同,艰难不易
赚的跟你不绝雷同当爸妈以我为荣,艰难不易
我会理解生存但并不需要他们理解,艰难不易
写下一个人的因果出发于落后起点,艰难不易
当我落魄时一个人走,失败
当我痛苦时一个人走,失败
当我想通了一个人走,失败
当我习惯了一个人走,失败
所有来自 020 的兄弟给我stand up,兄弟
不会在那巴士站干等着那部电车,兄弟
直接走到那里去 020这是020,兄弟
Hopped out 我的 Porshe,兄弟
手里拿着我的果汁,兄弟
懒的理你那些琐事,兄弟
020 这是020,兄弟
我们生活的这个地方没有gangsta,兄弟
但这里的Hustler 多的数不清,兄弟
所以我还有一些兄弟来自东北,兄弟
开的都是峰会 吃着葫芦冰,兄弟
我除了拜神 不会跪底 上柱香,兄弟
Started from the bottom 以前垫底,兄弟
你的 Supreme 都是假的 x2,兄弟
哈哈哈...,兄弟
一不留神你就 Get 不到,兄弟
我的演出人满的像香港 shopping mall 的 sasa,兄弟
以前哥们还喜欢听阿Sa,兄弟
呵呵呵,兄弟
不要笑,兄弟
所有来自 020 的兄弟给我stand up,兄弟
不会在那巴士站干等着那部电车,兄弟
直接走到那里去 020这是020,兄弟
Hopped out 我的 Porshe,兄弟
懒得理那些破事,兄弟
手里拿着我的果汁,兄弟
020 这是020,兄弟
你的 Supreme 都是假的 x6,兄弟
我必须要麻木那些累 才能擦掉你眼里快要掉出来的泪,努力
那个我眼中的你,努力
我必须要付出很多倍 这样我不拖累你把孤独默默搓碎,努力
所以握着笔,努力
我的背包比以前重点 因为你对我的期望,努力
因为你的出现让我开始做自己,努力
能把爱好开始变成收入,努力
坚持这个词来用在我的身上我想我应该对的起,努力
第四赛季更加卖力,努力
让压力笔直脊椎,努力
不在意的在意,虚伪
不会有以前懵懂的以为,虚伪
csc是份骄傲所以everybody love,虚伪
美好的眼前一切像是一张拍立得,虚伪
危机时刻保持清醒,虚伪
说唱时像是拍电影,虚伪
独立的突破着瓶颈,虚伪
记录文件里面Yee的命名,虚伪
当你看着我的关注一年比一年翻了倍,虚伪
把嫉妒算进病里真我嬲你的般应景,虚伪
有人享受虚荣思想上的驱虫,虚伪
有人说着大话收到无言巴掌映的淤红,虚伪
有人开始盲目 有人开始忘本,虚伪
坚持你所爱的,艰难不易
哪怕他说你是怪人,艰难不易
我必须要麻木那些累 才能擦掉你眼里快要掉出来的泪,艰难不易
那个我眼中的你,艰难不易
我必须要付出很多倍 这样我不拖累你把孤独默默搓碎,艰难不易
所以我才握着笔,艰难不易
我的背包比以前重点 因为你对我的期望,艰难不易
因为你的出现让我开始做自己,坚持
能把爱好开始变成收入,坚持
坚持这个词来用在我的身上我想我应该对的起,坚持
场子比以前热点 幸好付出没有作废,坚持
立场比以前坚定 随着更多耳朵go away,坚持
